Region,Month,Year,Comment,Sentiment,Sentiment Score,Risk Analysis
Assam,March,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,January,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Terai,September,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,October,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,June,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,November,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Dooars,June,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Arunachal Pradesh,August,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,November,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,February,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,February,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Tripura,October,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,March,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Darjeeling,March,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Arunachal Pradesh,May,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Darjeeling,June,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Munnar,October,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Assam,September,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,November,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Dooars,March,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Meghalaya,April,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Meghalaya,August,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Darjeeling,September,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,August,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,July,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,January,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,December,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Dooars,June,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Darjeeling,December,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Nilgiri,June,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Arunachal Pradesh,May,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,May,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Tripura,September,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Munnar,December,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,June,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,July,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,May,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Assam,December,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Terai,October,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,November,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,September,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Arunachal Pradesh,October,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Assam,December,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Assam,November,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Wayanad,February,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Assam,May,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Dooars,June,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,March,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,September,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,November,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,July,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Assam,December,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,March,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Tripura,November,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Darjeeling,February,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Meghalaya,February,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,September,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Dooars,July,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,December,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Arunachal Pradesh,December,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Dooars,February,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Wayanad,September,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Arunachal Pradesh,December,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,July,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,March,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Assam,July,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Munnar,April,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,September,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,June,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Darjeeling,January,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,July,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Arunachal Pradesh,May,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,December,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Tripura,February,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,April,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,December,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,February,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,November,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Darjeeling,May,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Wayanad,July,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Darjeeling,July,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,March,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Tripura,October,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,March,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Assam,October,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,February,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Wayanad,May,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,November,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Tripura,July,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Meghalaya,February,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,November,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,May,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,November,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Assam,May,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,September,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Tripura,July,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Dooars,May,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Darjeeling,February,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,September,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,October,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,April,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Arunachal Pradesh,February,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Meghalaya,April,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Wayanad,May,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,October,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,May,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,August,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Arunachal Pradesh,September,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Assam,February,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,October,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,September,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,June,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,August,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Wayanad,September,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Meghalaya,June,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,March,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Arunachal Pradesh,September,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Terai,September,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Dooars,December,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,November,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,March,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,December,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Assam,October,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Assam,August,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Dooars,April,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Tripura,December,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Dooars,September,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Meghalaya,May,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,October,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,September,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,September,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Darjeeling,May,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Wayanad,July,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,January,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Arunachal Pradesh,November,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Munnar,June,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Meghalaya,April,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,October,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Darjeeling,June,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,March,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Assam,September,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,September,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Wayanad,February,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Munnar,September,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,June,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Meghalaya,June,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,February,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Dooars,January,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,January,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,February,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,May,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Arunachal Pradesh,September,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,December,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Meghalaya,December,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,June,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Arunachal Pradesh,October,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,March,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Nilgiri,July,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Dooars,August,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,July,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Munnar,January,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Darjeeling,September,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,May,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Meghalaya,April,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,March,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Dooars,December,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Nilgiri,May,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Meghalaya,March,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,June,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Dooars,March,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,November,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Assam,May,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,November,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,August,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Terai,April,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,June,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,September,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,April,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,December,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,March,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Nilgiri,January,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,October,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Tripura,June,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Terai,January,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Meghalaya,November,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Munnar,October,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Darjeeling,July,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,August,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,February,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,November,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Meghalaya,September,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Terai,April,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Darjeeling,March,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,May,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Darjeeling,February,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Dooars,May,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Arunachal Pradesh,January,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,May,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,January,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Tripura,February,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Arunachal Pradesh,March,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Darjeeling,January,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Darjeeling,April,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Dooars,April,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Munnar,June,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Nilgiri,May,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Meghalaya,April,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Dooars,November,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Darjeeling,October,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Arunachal Pradesh,October,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,February,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Wayanad,March,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Arunachal Pradesh,July,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Terai,November,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Dooars,May,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,August,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Meghalaya,July,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Munnar,March,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Arunachal Pradesh,February,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Munnar,October,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Assam,November,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Terai,April,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,June,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Wayanad,February,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,March,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Meghalaya,April,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Arunachal Pradesh,August,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Arunachal Pradesh,July,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,September,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Wayanad,August,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Dooars,February,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Meghalaya,June,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Munnar,April,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Tripura,August,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Tripura,March,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Nilgiri,December,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
Assam,November,2023,Labor strike at the port delayed the shipment.,LABEL_0,0.513508677,Port congestion causing delays.
Wayanad,October,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Nilgiri,October,2023,Customs clearance issues delayed the shipment.,LABEL_0,0.509825945,Delays due to customs clearance issues.
Meghalaya,June,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Assam,May,2023,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.511364818,Adverse weather conditions affecting supply.
Terai,August,2023,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.516597629,Port congestion causing delays.
Arunachal Pradesh,April,2023,Road blockages due to flooding delayed the shipment.,LABEL_0,0.520764828,Road blockages due to flooding.
